OSS,,Unnamed: 0,Unnamed: 0.1.1,URL,average_rating,description,last_update,num_ratings,weekly_downloads,Category,last_update_days_ago,last_update_hours_ago,last_update_date,date_registered,days_since_release
Any To YUV,7460,7460,1210,/projects/any2yuv/?source=directory,0,This project reincarnated with new name and at new place. Meet the YUVIT: https://github.com/stunpix/yuvit,4/15/13,0,12,Graphics,1277,30648,4/15/13,6/13/06,3775
Arachnoid,7461,7461,1211,/projects/arachnoid/?source=directory,0,"Arachnoid is a graphics plugin for Nintendo 64 Emulation, compatible with emulators like Project64 and 1964, that enables you to play N64 games on a PC.",3/25/13,0,12,Graphics,1298,31152,3/25/13,6/8/07,3415
Cartoon ! ,7462,7462,1212,/projects/cartoonanimation/?source=directory,0,Cartoon animation,4/13/16,0,12,Graphics,183,4392,4/13/16,4/9/16,187
Excalibur,7463,7463,1213,/projects/excalibar/?source=directory,0,A real-time packet sniffer / analyzer for Dark Age of Camelot (DAoC).,4/3/13,0,12,Graphics,1289,30936,4/3/13,2/5/02,5364
FLV Video Player with Web UI ,7464,7464,1214,/projects/webflv/?source=directory,0,A Flash-based Video player with User Interface in DHTML and JavaScript. Minimizes cost to update the UI; UI can reflect changes in other dynamic systems. Minimizes number of times you need to compile the SWF flash package. ,3/22/13,0,12,Graphics,1301,31224,3/22/13,5/16/06,3803
GLCaml,7465,7465,1215,/projects/glcaml/?source=directory,0,"GLCaml is an Objective Caml interface for OpenGL versions 1.1, 1.2, 1.3, 1.4, 1.5, 2.0 and 2.1 plus some platform-independent extensions.",3/26/13,0,12,Graphics,1297,31128,3/26/13,1/25/07,3549
GifToAPNG Converter,7466,7466,1216,/projects/giftoapngconver/?source=directory,0,The goal of this project is to create an application which can convert animated gif files into animated apng files.,4/19/13,0,12,Graphics,1273,30552,4/19/13,6/5/08,3052
JPEGExtractor,7467,7467,1217,/projects/jpegextractor/?source=directory,0,"Extracts JPEG images from a single file such as a slideshow executable. Would probably also work with other files like powerpoint files, etc.",4/11/13,0,12,Graphics,1281,30744,4/11/13,5/2/10,2356
JWebThumb,7468,7468,1218,/projects/jwebthumb/?source=directory,0,JWebThumb is Java API for WebThumb (webthumb.bluga.net) web service API for generating web thumbnails and full size snapshots of websites.,2/25/13,0,12,Graphics,1326,31824,2/25/13,7/18/10,2279
NyuFX,7469,7469,1219,/projects/nyufx/?source=directory,0,Karaoke effects creation tool with ASS and Lua.,4/13/13,0,12,Graphics,1279,30696,4/13/13,4/13/13,1279
PhotoCam3D,7470,7470,1220,/projects/photo3d/?source=directory,0,Open source Qt / Silverlight-based application for mobile phones that lets you create 3D photos.,4/23/16,0,12,Graphics,173,4152,4/23/16,10/1/11,1839
RGBA Merger and Extractor,7471,7471,1221,/projects/rgbamae/?source=directory,0,2 tools that allow to extract and merge channels of BMP and PNG files.,9/1/12,0,12,Graphics,1503,36072,9/1/12,8/23/12,1512
The Beamer Project,7472,7472,1222,/projects/beamer/?source=directory,0,"a software to display song texts in (youth) services using a video beamer - free, comfortable and without MS Powerpoint.",3/22/13,0,12,Graphics,1301,31224,3/22/13,6/13/01,5601
TripLight,7473,7473,1223,/projects/triplight/?source=directory,0,psychedelic visual synthesizer color-organ style ,2/17/16,0,12,Graphics,239,5736,2/17/16,12/29/15,289
Winbond webcam IC driver,7474,7474,1224,/projects/winbond-webcam/?source=directory,0,A driver for the Winbond W9967CF and W9968CF webcam IC's and hence the Webcam go and variations on it. See the project home page for details.,2/25/13,0,12,Graphics,1326,31824,2/25/13,9/3/00,5884
XLogo,7475,7475,1225,/projects/xlogo/?source=directory,0,XLogo - A LOGO learning and drawing application built for Mac OS X,4/9/13,0,12,Graphics,1283,30792,4/9/13,6/23/03,4861
Xebra,7476,7476,1226,/projects/xebra/?source=directory,0,"Xebra is an open source, cross-platform, thin client and server for web-based distribution and clinical review of medical imaging results. Xebra is based on the latest open industry standards including JPEG2000, WADO and IHE XDS-I.",4/17/13,0,12,Graphics,1275,30600,4/17/13,10/11/07,3290
imageComposer,7477,7477,1227,/projects/imgc/?source=directory,0,an image composer for Plan 9 OS,3/13/13,0,12,Graphics,1310,31440,3/13/13,5/19/04,4530
kW X-porter,7478,7478,1228,/projects/kwxport/?source=directory,0,"An exporter plug-in for Autodesk 3ds Max version 8 and 9, which writes proper .X mesh files with proper skinning, effect parameters, named animations, and multiple texture coordinate channels.",4/19/13,0,12,Graphics,1273,30552,4/19/13,12/21/06,3584
lxnstack,7479,7479,1229,/projects/lxnstack/?source=directory,0,A program to align and stack astronomical images.,4/17/16,0,12,Graphics,179,4296,4/17/16,1/19/13,1363
pcdtoppm,7480,7480,1230,/projects/pcdtoppm/?source=directory,0,Convert Photo CD to PPM,7/11/15,0,12,Graphics,460,11040,7/11/15,4/15/14,912
swShader,7481,7481,1231,/projects/sw-shader/?source=directory,0,swShader was the precursor to TransGaming's SwiftShader software 3D rasterizer. It is no longer available from SourceForge. Please see http://www.transgaming.com/products/swiftshader/ for additional info.,2/27/13,0,12,Graphics,1324,31776,2/27/13,3/18/03,4958
texgenpack,7482,7482,1232,/projects/texgenpack/?source=directory,0,Texture compression and conversion program with KTX and DDS support.,3/23/13,0,12,Graphics,1300,31200,3/23/13,2/27/13,1324
HACD,7483,7483,1233,/projects/hacd/?source=directory,5,Hierarchical Approximate Convex Decomposition of 3D Meshes,11/26/14,4,3,Graphics,687,16488,11/26/14,4/18/11,2005
OpenExif,7484,7484,1234,/projects/openexif/?source=directory,3.7,"OpenExif is an object-oriented library for accessing Exif formated JPEG image files. The toolkit allows creating, reading, and modifying the metadata in the Exif file. It also provides means of getting and setting the main image and the thumbnail image. ",4/11/13,3,7,Graphics,1281,30744,4/11/13,2/8/01,5726
Wilber loves Apple,7485,7485,1235,/projects/darwingimp/?source=directory,3.7,DarwinGimp is the SourceForge Project of the Wilber loves Applecommunity. We package GIMP for Mac OS X. * See our home page on http://darwingimp.sourceforge.net * A user forum is hosted on http://wilber-loves-apple.gimper.net/,4/24/13,3,7,Graphics,1268,30432,4/24/13,1/30/07,3544
Embedded JPEG encoder,7486,7486,1236,/projects/jpegant.berlios/?source=directory,5,Jpegant ia a compact JPEG encoder for embedded applications. It is intended to be executed on small microcontrollers or microprocessors. High speed and small memory usage is its main concern. It implements a subset of JPEG standard.,6/9/14,2,4,Graphics,857,20568,6/9/14,7/3/09,2659
ImageStone,7487,7487,1237,/projects/imagestone/?source=directory,4.5,A powerful C++ class library for image manipulation,4/24/13,2,4,Graphics,1268,30432,4/24/13,3/9/06,3871
LDPatternCreator,7488,7488,1238,/projects/patterncreator/?source=directory,5,Create and edit patterned parts quick and easy.,7/13/16,2,4,Graphics,92,2208,7/13/16,11/17/11,1792
Nodekit,7489,7489,1239,/projects/nodekit/?source=directory,5,A node-based graphical programming environment for interactive visuals. The Nodekit was developed for the Tagtool project - find out more at http://www.tagtool.org,5/10/13,2,4,Graphics,1252,30048,5/10/13,8/25/09,2606
360panorama gimp plugins,7490,7490,1240,/projects/gimp360panorama/?source=directory,0,4 plugins for 360 panorama editing,1/26/13,0,11,Graphics,1356,32544,1/26/13,1/20/13,1362
Altaxo Data Processing/Plotting Program,7491,7491,1241,/projects/altaxo/?source=directory,0,Data manipulation and plotting program with scripting,9/27/16,0,11,Graphics,16,384,9/27/16,2/6/03,4998
ColorCross,7492,7492,1242,/projects/colorcross/?source=directory,0,HTML5 Rainbow Spiral Wallpaper Generator (Currently Christian Themed),7/27/14,0,11,Graphics,809,19416,7/27/14,7/21/14,815
DIOWave Visual Storage,7493,7493,1243,/projects/diowave-vs/?source=directory,0,DIOWave Visual Storage is a Web server which displays DICOM,4/16/13,0,11,Graphics,1276,30624,4/16/13,10/4/02,5123
EfPiSoft,7494,7494,1244,/projects/efpisoft/?source=directory,0,An OpenGL GUI for the inspection and segmentation of 3D surface meshes,4/3/13,0,11,Graphics,1289,30936,4/3/13,10/4/06,3662
Film Gimp,7495,7495,1245,/projects/filmgimp/?source=directory,0,Film Gimp is a motion picture editing tool primarily used for painting and retouching of movies.,4/3/13,0,11,Graphics,1289,30936,4/3/13,7/2/02,5217
Floating Textures,7496,7496,1246,/projects/floatingtexture/?source=directory,0,This is a basic implementation of the Floating Textures algorithm presented at the Eurographics 2008 conference.,4/26/13,0,11,Graphics,1266,30384,4/26/13,10/30/08,2905
Free 3D Acrpolis,7497,7497,1247,/projects/acro3d/?source=directory,0, Free 3D Acropolis is a model 3D in hight resolution of the Acropolis of Athens shortly after its construction. ,4/1/13,0,11,Graphics,1291,30984,4/1/13,2/6/09,2806
GImageView,7498,7498,1248,/projects/gtkmmviewer/?source=directory,0,"GImageView is a GTK+ based image viewer which supports tabbed browsing, thumbnail table views, directory tree views and drag and drop. It also support movies using the Xine library and MPlayer, and supports images in compressed archive formats. ",4/17/13,0,11,Graphics,1275,30600,4/17/13,11/1/01,5460
GK3 Tools,7499,7499,1249,/projects/gk3tools/?source=directory,0,The GK3 Tools project is a collection of tools and utilities useful for viewing and modifying the Gabriel Knight 3 data files.,9/22/16,0,11,Graphics,21,504,9/22/16,7/17/06,3741
Moodle,7500,7500,0,/projects/moodle/?source=directory-featured,4.61627907,A free course management system (CMS) to create online learning sites,7 days ago,86,857,Home and Education,7,153,10/6/16,7/9/01,5575
Programming Without Coding Technology,7501,7501,1,/projects/doublesvsoop/?source=directory,4.7,Create software without writing a single line of code,10/4/16,92,49300,Home and Education,9,216,10/4/16,12/26/05,3944
Stellarium,7502,7502,2,/projects/stellarium/?source=directory,4.9,A planetarium software that shows a 3D simulation of the night sky,2 days ago,383,37224,Home and Education,2,33,10/11/16,3/13/02,5328
PSeInt,7503,7503,3,/projects/pseint/?source=directory,5,A tool for learning programming basis with a simple spanish pseudocode,10/4/16,32,18454,Home and Education,9,216,10/4/16,11/28/04,4337
Scribus,7504,7504,4,/projects/scribus/?source=directory,4.7,Powerful desktop publishing software,2 days ago,139,17049,Home and Education,2,33,10/11/16,11/27/04,4338
Tux Paint,7505,7505,5,/projects/tuxpaint/?source=directory,4.8,An award-winning drawing program for children ages 3 to 12,9/14/14,114,14654,Home and Education,760,18240,9/14/14,11/12/02,5084
HP Linux Imaging and Printing,7506,7506,6,/projects/hplip/?source=directory,4.1,Hewlett-Packard's Linux imaging and printing software,9/23/16,47,18216,Home and Education,20,480,9/23/16,10/5/05,4026
Logisim,7507,7507,7,/projects/circuit/?source=directory,4.9,"An educational tool for designing and simulating digital logic circuits, featuring a simple-to-learn interface, hierarchical circuits, wire bundles, and a large component library. As a Java application, it can run on many platforms.",4/29/13,84,10342,Home and Education,1263,30312,4/29/13,7/7/05,4116
gnuplot,7508,7508,8,/projects/gnuplot/?source=directory,4.9,"A portable, multi-platform, command-line driven graphing utility",4 days ago,66,9080,Home and Education,4,81,10/9/16,1/31/00,6100
Cool Reader,7509,7509,9,/projects/crengine/?source=directory,4.5,A cross-platform XML/CSS based eBook reader,8/25/16,168,9242,Home and Education,49,1176,8/25/16,3/10/07,3505
Ghostscript,7510,7510,10,/projects/ghostscript/?source=directory,4.8,"THIS SITE IS NO LONGER ACTIVELY MAINTAINED, FOR RECENT RELEASES, PLEASE GO TO:",1/21/16,107,8240,Home and Education,266,6384,1/21/16,1/27/00,6104
JasperReports Library,7511,7511,11,/projects/jasperreports/?source=directory,4.744680851,"JasperReports Library, the world's most popular open source business intelligence and reporting engine and JasperReports Server, the most popular open source interactive report server built-on JasperReports Library",10/5/16,47,5891,Home and Education,8,192,10/5/16,9/25/01,5497
TeXnicCenter,7512,7512,12,/projects/texniccenter/?source=directory,4.8,A feature-rich environment for writing LaTeX documents on Windows,2/10/14,102,5389,Home and Education,976,23424,2/10/14,9/24/01,5498
Celestia,7513,7513,13,/projects/celestia/?source=directory,4.9,Real-time 3D visualization of space,4/8/16,136,4959,Home and Education,188,4512,4/8/16,2/24/01,5710
Quite Universal Circuit Simulator,7514,7514,14,/projects/qucs/?source=directory,5,A circuit simulator with graphical user interface (GUI),3/20/16,63,4355,Home and Education,207,4968,3/20/16,9/16/03,4776
GIMP on OS X,7515,7515,15,/projects/gimponosx/?source=directory,4.2,GIMP (GNU Image Manipulation Program) is a free image editor,1/11/15,82,4001,Home and Education,641,15384,1/11/15,12/3/07,3237
Safe Exam Browser,7516,7516,16,/projects/seb/?source=directory,5,Safe Exam Browser is a webbrowser-environment to carry out online-exams safely. The software changes any computer into a secure workstation. It regulates the access to any utilities and prevents students from using unauthorised resources.,7/8/16,9,3767,Home and Education,97,2328,7/8/16,7/10/08,3017
Gutenprint - Top Quality Printer Drivers,7517,7517,17,/projects/gimp-print/?source=directory,4.7,"A very high quality package of printer drivers for Ghostscript and CUPS on Linux, Macintosh OS X, and other POSIX-compliant operating systems. This project also maintains an enhanced Print plug-in for GIMP 2.x from the same code base.",16 minutes ago,42,3351,Home and Education,0,1,10/13/16,1/17/00,6114
LinuxCommand,7518,7518,18,/projects/linuxcommand/?source=directory,5,LinuxCommand.org is a site for Linux education and advocacy devoted to helping users of legacy operating systems migrate into the future.,7/29/16,9,3541,Home and Education,76,1824,7/29/16,3/5/00,6066
GoldenDict,7519,7519,19,/projects/goldendict/?source=directory,4.8,"A feature-rich dictionary lookup program, supporting multiple dictionaries' formats, perfect article rendering with the complete markup, illustrations and other content retained, and allowing to type in words without any accents or correct case.",6/24/16,39,3065,Home and Education,111,2664,6/24/16,1/23/09,2820
Capture2Text,7520,7520,20,/projects/capture2text/?source=directory,4.9,Quickly OCR part of the screen and save resulting text to clipboard,6/5/16,29,2586,Home and Education,130,3120,6/5/16,2/16/12,1701
Jmol,7521,7521,21,/projects/jmol/?source=directory,4.7,An interactive viewer for three-dimensional chemical structures.,3 days ago,47,2531,Home and Education,3,57,10/10/16,3/25/01,5681
Klavaro Touch Typing Tutor,7522,7522,22,/projects/klavaro/?source=directory,4.8,A very efficient tutor.,4/11/16,36,2300,Home and Education,185,4440,4/11/16,4/4/05,4210
